tail,utc_date,arrive_utc_date,gap_days,origin,origin_name,origin_km_from_field,depart_after_utc,dest,dest_name,dest_km_from_field,arrive_by_utc,archives,ledger_verdict,arrive_day_verdict,unobserved_days_inside_leg,recovered_from_backup_only,crosses_utc_midnight,confidence,near_sourced_event
N582MM,2025-08-09,2025-08-09,0,KSDL,Scottsdale Airport,0.42,2025-08-09T03:17:23.850000Z,KLGB,Long Beach International Airport,0.33,2025-08-09T04:14:25.250000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|Rancho Palos Verdes,CA|2025-08-08|Charlie|13.6"
N582MM,2025-08-09,2025-08-09,0,KLGB,Long Beach International Airport,0.23,2025-08-09T14:19:28.420000Z,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,0.6,2025-08-09T22:23:43.400000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|Rancho Palos Verdes,CA|2025-08-08|Charlie|13.6"
N40JD,2025-08-10,2025-08-19,9,KORD,Chicago O'Hare International Airport,1.27,2025-08-10T20:30:39.520000Z,KSDL,Scottsdale Airport,0.19,2025-08-19T15:36:22.250000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,8,no,yes,GAP -- aircraft unobserved for 8 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N560TW,2025-08-10,2025-08-10,0,KSDL,Scottsdale Airport,1.0,2025-08-10T16:17:21.060000Z,KCRQ,McClellan-Palomar Airport,0.1,2025-08-10T20:47:37.140000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2025-08-10,2025-08-22,12,KCRQ,McClellan-Palomar Airport,0.1,2025-08-10T20:47:37.140000Z,KSDL,Scottsdale Airport,0.2,2025-08-22T18:24:52.560000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,11,no,yes,GAP -- aircraft unobserved for 11 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N582MM,2025-08-10,2025-08-10,0,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,0.51,2025-08-10T14:55:10.010000Z,KPHL,Philadelphia International Airport,0.79,2025-08-10T17:45:13.250000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-08-10,2025-08-10,0,KPHL,Philadelphia International Airport,0.79,2025-08-10T17:48:18.060000Z,KSDL,Scottsdale Airport,0.1,2025-08-10T22:00:00.700000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-16,2025-08-16,0,EGSS,London Stansted Airport,0.75,2025-08-16T17:39:12.960000Z,LEPA,Palma de Mallorca Airport,1.11,2025-08-16T20:39:08.750000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-16,2025-08-16,0,LEPA,Palma de Mallorca Airport,1.11,2025-08-16T20:39:08.750000Z,EGSS,London Stansted Airport,1.32,2025-08-16T22:52:13.590000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
SU-BTT,2025-08-16,2025-08-23,7,LFPB,Paris-Le Bourget International Airport,1.63,2025-08-16T10:06:00.030000Z,KILG,Wilmington Airport,0.78,2025-08-23T14:44:13.540000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,6,no,yes,GAP -- aircraft unobserved for 6 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
T7-ELL,2025-08-16,2025-08-16,0,OMDW,Al Maktoum International Airport,0.99,2025-08-16T03:50:58.640000Z,LGAV,Athens Eleftherios Venizelos International Airport,0.83,2025-08-16T07:59:15.410000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
T7-ELL,2025-08-16,2025-08-16,0,LGAV,Athens Eleftherios Venizelos International Airport,1.38,2025-08-16T09:02:43.120000Z,OMDW,Al Maktoum International Airport,0.25,2025-08-16T13:32:27.880000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-17,2025-08-17,0,EDDB,Berlin Brandenburg Airport,0.26,2025-08-17T04:59:45.340000Z,EDDF,Frankfurt Main Airport,2.46,2025-08-17T05:49:00.970000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-17,2025-08-17,0,EDDF,Frankfurt Main Airport,1.83,2025-08-17T08:08:01.770000Z,LKPR,Václav Havel Airport Prague,0.81,2025-08-17T08:53:34.680000Z,adsb-lol,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-17,2025-08-17,0,LKPR,Václav Havel Airport Prague,0.81,2025-08-17T09:53:30.090000Z,EDDF,Frankfurt Main Airport,2.55,2025-08-17T10:40:58.620000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-17,2025-08-17,0,EDDF,Frankfurt Main Airport,2.01,2025-08-17T13:17:23.690000Z,LROP,Bucharest Henri Coandă International Airport,1.49,2025-08-17T15:16:15.170000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-17,2025-08-17,0,LROP,Bucharest Henri Coandă International Airport,1.49,2025-08-17T15:16:34.120000Z,EDDF,Frankfurt Main Airport,1.6,2025-08-17T18:37:47.940000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-17,2025-08-17,0,EDDF,Frankfurt Main Airport,1.71,2025-08-17T20:32:48.690000Z,EDDP,Leipzig/Halle Airport,0.97,2025-08-17T20:33:00.790000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-18,2025-08-18,0,EDDP,Leipzig/Halle Airport,0.88,2025-08-18T04:19:43.770000Z,EDDF,Frankfurt Main Airport,2.4,2025-08-18T04:59:39.270000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-18,2025-08-18,0,EDDF,Frankfurt Main Airport,2.4,2025-08-18T05:08:00.140000Z,EHAM,Amsterdam Airport Schiphol,0.79,2025-08-18T06:15:40.260000Z,adsb-lol,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-18,2025-08-18,0,EHAM,Amsterdam Airport Schiphol,1.21,2025-08-18T09:06:28.680000Z,EDDF,Frankfurt Main Airport,2.03,2025-08-18T10:21:31.190000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-18,2025-08-18,0,EDDF,Frankfurt Main Airport,1.72,2025-08-18T19:02:05.710000Z,EKCH,Copenhagen Kastrup Airport,1.0,2025-08-18T20:06:20.970000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-18,2025-08-20,2,EKCH,Copenhagen Kastrup Airport,1.0,2025-08-18T20:06:32.850000Z,EDDF,Frankfurt Main Airport,2.04,2025-08-20T08:29:14.950000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2025-08-18,2025-08-18,0,EGSS,London Stansted Airport,1.27,2025-08-18T05:17:26.250000Z,LIPZ,Venice Marco Polo Airport,0.16,2025-08-18T06:56:43.440000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-18,2025-08-18,0,LIPZ,Venice Marco Polo Airport,0.56,2025-08-18T07:57:27.850000Z,EGSS,London Stansted Airport,0.88,2025-08-18T09:53:42.050000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-18,2025-08-18,0,EGSS,London Stansted Airport,0.97,2025-08-18T11:32:17.740000Z,LICT,Vincenzo Florio Airport Trapani-Birgi,1.34,2025-08-18T14:07:30.050000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-18,2025-08-18,0,LICT,Vincenzo Florio Airport Trapani-Birgi,1.34,2025-08-18T14:08:06.090000Z,EHEH,Eindhoven Airport,1.01,2025-08-18T17:53:50.640000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-18,2025-08-18,0,EHEH,Eindhoven Airport,1.01,2025-08-18T20:16:55.890000Z,EGSS,London Stansted Airport,1.62,2025-08-18T21:02:46.970000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-18,2025-08-20,2,EGSS,London Stansted Airport,1.62,2025-08-18T21:03:10.990000Z,EIDW,Dublin Airport,0.55,2025-08-20T07:17:55.680000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2025-08-18,2025-08-18,0,KCRQ,McClellan-Palomar Airport,0.59,2025-08-18T18:02:25.250000Z,KBZN,Bozeman Yellowstone International Airport,0.51,2025-08-18T20:12:51.360000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-08-18,2025-08-18,0,KBZN,Bozeman Yellowstone International Airport,1.34,2025-08-18T21:20:06.580000Z,KPDX,Portland International Airport,1.55,2025-08-18T22:46:13.150000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-08-18,2025-08-19,1,KPDX,Portland International Airport,1.55,2025-08-18T23:24:23.580000Z,KVNY,Van Nuys Airport,0.23,2025-08-19T01:31:58.090000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N102DZ,2025-08-19,2025-08-19,0,KVNY,Van Nuys Airport,0.91,2025-08-19T22:05:41.420000Z,KBZN,Bozeman Yellowstone International Airport,0.82,2025-08-19T23:57:59.730000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-08-19,2025-09-01,13,KVNY,Van Nuys Airport,0.23,2025-08-19T02:28:51.050000Z,KSAN,San Diego International Airport,0.28,2025-09-01T19:57:24.610000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,12,no,yes,GAP -- aircraft unobserved for 12 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2025-08-20,2025-08-20,0,EDDF,Frankfurt Main Airport,1.81,2025-08-20T12:35:31.230000Z,EDDH,Hamburg Helmut Schmidt Airport,0.52,2025-08-20T14:05:14.090000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-20,2025-08-20,0,EDDH,Hamburg Helmut Schmidt Airport,0.91,2025-08-20T16:01:34.590000Z,EDDF,Frankfurt Main Airport,2.49,2025-08-20T16:53:21.030000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-20,2025-08-20,0,EDDF,Frankfurt Main Airport,1.63,2025-08-20T20:25:39.840000Z,EDDP,Leipzig/Halle Airport,0.58,2025-08-20T20:59:08.280000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-08-20,2025-09-03,14,EDDP,Leipzig/Halle Airport,0.58,2025-08-20T21:02:50.010000Z,EDDF,Frankfurt Main Airport,2.36,2025-09-03T04:43:34.920000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,13,no,yes,GAP -- aircraft unobserved for 13 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2025-08-20,2025-08-20,0,EIDW,Dublin Airport,0.55,2025-08-20T07:53:37.240000Z,LFMN,Nice-Côte d'Azur Airport,1.24,2025-08-20T12:07:27.650000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-20,2025-08-20,0,LFMN,Nice-Côte d'Azur Airport,1.24,2025-08-20T12:16:43.260000Z,EIDW,Dublin Airport,0.4,2025-08-20T14:33:34.930000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-20,2025-08-20,0,EIDW,Dublin Airport,0.57,2025-08-20T15:58:34.630000Z,LOWW,Vienna International Airport,0.25,2025-08-20T18:20:40.090000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-20,2025-08-20,0,LOWW,Vienna International Airport,0.25,2025-08-20T19:18:26.890000Z,EIDW,Dublin Airport,0.61,2025-08-20T21:44:44.180000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-08-20,2025-09-04,15,EIDW,Dublin Airport,0.61,2025-08-20T21:52:48.490000Z,EKCH,Copenhagen Kastrup Airport,0.48,2025-09-04T05:39:45.960000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,14,no,yes,GAP -- aircraft unobserved for 14 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N102DZ,2025-08-20,2025-09-01,12,KBZN,Bozeman Yellowstone International Airport,0.84,2025-08-20T00:01:00.580000Z,KSDL,Scottsdale Airport,0.57,2025-09-01T17:15:57.190000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,11,no,yes,GAP -- aircraft unobserved for 11 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N582MM,2025-08-22,2025-08-23,1,KSDL,Scottsdale Airport,0.05,2025-08-22T23:13:24.400000Z,KSDM,Brown Field Municipal Airport,1.14,2025-08-23T23:43:56.040000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
T7-ELL,2025-08-22,2025-08-23,1,OMDW,Al Maktoum International Airport,1.36,2025-08-22T20:59:40.290000Z,LFMN,Nice-Côte d'Azur Airport,1.51,2025-08-23T11:09:58.210000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
SU-BTT,2025-08-23,2025-09-03,11,KILG,Wilmington Airport,0.78,2025-08-23T14:44:13.540000Z,LFPB,Paris-Le Bourget International Airport,0.45,2025-09-03T10:00:47.830000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,10,no,yes,GAP -- aircraft unobserved for 10 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
T7-ELL,2025-08-23,2025-08-23,0,LFMN,Nice-Côte d'Azur Airport,1.51,2025-08-23T11:14:33.360000Z,OMDW,Al Maktoum International Airport,0.3,2025-08-23T17:01:29.190000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-08-24,2025-08-24,0,KSDM,Brown Field Municipal Airport,1.03,2025-08-24T00:43:24.470000Z,KSDL,Scottsdale Airport,0.15,2025-08-24T01:39:00.570000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-08-24,2025-09-01,8,KSDL,Scottsdale Airport,0.15,2025-08-24T01:39:17.160000Z,KMHT,Manchester-Boston Regional Airport,0.37,2025-09-01T12:16:30.940000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,7,no,yes,GAP -- aircraft unobserved for 7 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
T7-ELL,2025-08-28,2025-08-28,0,OMDW,Al Maktoum International Airport,1.41,2025-08-28T07:22:12.260000Z,LGAV,Athens Eleftherios Venizelos International Airport,0.94,2025-08-28T15:35:55.740000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
T7-ELL,2025-08-28,2025-08-29,1,LGAV,Athens Eleftherios Venizelos International Airport,1.37,2025-08-28T17:43:15.910000Z,OMDW,Al Maktoum International Airport,1.13,2025-08-29T18:13:03.110000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N560TW,2025-09-01,2025-09-01,0,KSDL,Scottsdale Airport,0.46,2025-09-01T16:31:45.520000Z,KCRQ,McClellan-Palomar Airport,0.12,2025-09-01T17:22:13.420000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2025-09-01,2025-09-01,0,KCRQ,McClellan-Palomar Airport,0.12,2025-09-01T18:01:06.340000Z,KSDL,Scottsdale Airport,0.18,2025-09-01T18:55:08.240000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-01,2025-09-01,0,KMHT,Manchester-Boston Regional Airport,0.37,2025-09-01T12:46:33.220000Z,KGLR,Gaylord Regional Airport,0.41,2025-09-01T14:12:04.610000Z,adsbexchange-samples,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-01,2025-09-01,0,KGLR,Gaylord Regional Airport,0.41,2025-09-01T14:12:04.610000Z,KSDL,Scottsdale Airport,0.47,2025-09-01T19:27:26.530000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N59906,2025-09-01,2025-09-01,0,KPIH,Pocatello Regional Airport,1.89,2025-09-01T15:04:32.710000Z,KOGD,Ogden Hinckley Airport,0.16,2025-09-01T17:33:38.550000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-01,2025-09-01,0,KSAN,San Diego International Airport,0.95,2025-09-01T22:01:48.040000Z,KSJC,Mineta San Jose International Airport,0.25,2025-09-01T22:59:31.820000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-01,2025-09-02,1,KSJC,Mineta San Jose International Airport,0.25,2025-09-01T23:54:19.490000Z,KDVT,Phoenix Deer Valley Airport,0.18,2025-09-02T01:29:19.710000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N40JD,2025-09-02,2025-09-02,0,KSDL,Scottsdale Airport,0.27,2025-09-02T20:12:50.670000Z,KLAS,Harry Reid International Airport,1.74,2025-09-02T20:59:43.790000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-09-02,2025-09-02,0,KLAS,Harry Reid International Airport,1.74,2025-09-02T21:01:33.730000Z,KSDL,Scottsdale Airport,0.19,2025-09-02T21:47:04.740000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-02,2025-09-03,1,KSDL,Scottsdale Airport,0.74,2025-09-02T23:15:11.320000Z,KCLE,Cleveland Hopkins International Airport,0.3,2025-09-03T02:45:59.080000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2025-09-02,2025-09-02,0,KDVT,Phoenix Deer Valley Airport,0.62,2025-09-02T13:38:16.930000Z,KSJC,Mineta San Jose International Airport,0.32,2025-09-02T18:49:08.630000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-02,2025-09-02,0,KSJC,Mineta San Jose International Airport,0.32,2025-09-02T19:43:58.160000Z,KSNA,John Wayne Orange County International Airport,0.17,2025-09-02T20:46:52.090000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-02,2025-09-05,3,KSNA,John Wayne Orange County International Airport,0.17,2025-09-02T20:48:10.680000Z,KSBA,Santa Barbara Municipal Airport,0.45,2025-09-05T21:23:25.070000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2025-09-03,2025-09-03,0,EDDF,Frankfurt Main Airport,1.57,2025-09-03T07:40:05.490000Z,EHAM,Amsterdam Airport Schiphol,2.45,2025-09-03T08:30:13.370000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-03,2025-09-03,0,EHAM,Amsterdam Airport Schiphol,0.9,2025-09-03T10:53:50.290000Z,EDDF,Frankfurt Main Airport,2.7,2025-09-03T13:48:25.120000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-03,2025-09-03,0,EDDF,Frankfurt Main Airport,1.61,2025-09-03T19:48:05.560000Z,LFMN,Nice-Côte d'Azur Airport,0.7,2025-09-03T20:59:12.560000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N1098L,2025-09-03,2025-09-04,1,KSLN,Salina Municipal Airport,1.13,2025-09-03T18:32:07.200000Z,KOKC,OKC Will Rogers World Airport,1.44,2025-09-04T02:02:03.660000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N582MM,2025-09-03,2025-09-06,3,KCLE,Cleveland Hopkins International Airport,0.6,2025-09-03T16:10:23.600000Z,KFLL,Fort Lauderdale Hollywood International Airport,0.37,2025-09-06T00:20:07.480000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
T7-ELL,2025-09-03,2025-09-04,1,OMDW,Al Maktoum International Airport,0.99,2025-09-03T19:30:48.160000Z,LFPB,Paris-Le Bourget International Airport,0.42,2025-09-04T02:18:52.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2025-09-04,2025-09-04,0,LFMN,Nice-Côte d'Azur Airport,1.52,2025-09-04T04:54:03.750000Z,EDDF,Frankfurt Main Airport,1.89,2025-09-04T06:06:01.350000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-04,2025-09-04,0,EDDF,Frankfurt Main Airport,3.09,2025-09-04T12:16:25.130000Z,EDDV,Hannover Airport,0.61,2025-09-04T12:16:18.520000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-04,2025-09-04,0,EDDV,Hannover Airport,0.61,2025-09-04T12:16:25.130000Z,EDDF,Frankfurt Main Airport,2.4,2025-09-04T13:01:41.850000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-04,2025-09-04,0,EDDF,Frankfurt Main Airport,2.4,2025-09-04T13:44:43.650000Z,EDDV,Hannover Airport,1.75,2025-09-04T13:01:41.850000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-04,2025-09-04,0,EDDV,Hannover Airport,1.75,2025-09-04T13:02:06.810000Z,EDDF,Frankfurt Main Airport,2.06,2025-09-04T15:23:11.500000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-04,2025-09-04,0,EDDF,Frankfurt Main Airport,3.21,2025-09-04T19:03:24.680000Z,EKCH,Copenhagen Kastrup Airport,0.53,2025-09-04T20:06:35.940000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-04,2025-09-05,1,EKCH,Copenhagen Kastrup Airport,0.53,2025-09-04T20:08:42.520000Z,EDDF,Frankfurt Main Airport,2.21,2025-09-05T05:31:40.290000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2025-09-04,2025-09-05,1,EKCH,Copenhagen Kastrup Airport,0.48,2025-09-04T05:39:55.510000Z,LEGE,Girona-Costa Brava Airport,0.65,2025-09-05T06:41:10.260000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N102DZ,2025-09-04,2025-09-04,0,KSDL,Scottsdale Airport,0.3,2025-09-04T03:08:48.560000Z,KLAX,Los Angeles International Airport,1.42,2025-09-04T04:06:34.440000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N102DZ,2025-09-04,2025-09-04,0,KLAX,Los Angeles International Airport,1.42,2025-09-04T04:34:37.190000Z,KSDL,Scottsdale Airport,0.5,2025-09-04T05:31:21.120000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N102DZ,2025-09-04,2025-09-04,0,KSDL,Scottsdale Airport,0.08,2025-09-04T19:30:29.310000Z,KBAZ,New Braunfels National Airport,0.56,2025-09-04T21:13:35.780000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N102DZ,2025-09-04,2025-09-05,1,KBAZ,New Braunfels National Airport,0.9,2025-09-04T23:31:51.570000Z,KDAL,Dallas Love Field,0.59,2025-09-05T00:20:23.670000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N1098L,2025-09-04,2025-09-04,0,KOKC,OKC Will Rogers World Airport,1.44,2025-09-04T02:07:49.890000Z,KBIF,Biggs Army Air Field (Fort Bliss),1.37,2025-09-04T03:28:48.530000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
