sweep_date,circle_key,circle_kind,city,state,event_date,offset_days,who,entering,on_ground,notable_ground_all,notable_ground_excl_airliner
2023-08-25,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,803,0,0,0
2023-08-25,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,862,0,0,0
2023-08-25,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,506,24,9,9
2023-08-25,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,831,0,0,0
2023-08-26,20230825_lincoln,event,Lincoln,NE,2023-08-25,1,Charlie,815,4,1,1
2023-08-26,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,866,132,14,11
2023-08-26,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,945,0,0,0
2023-08-26,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,891,0,0,0
2023-08-26,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,761,1,1,1
2023-08-26,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,499,17,2,2
2023-08-26,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,725,0,0,0
2023-09-12,20230913_san_diego,event,San Diego,CA,2023-09-13,-1,Charlie,1658,192,46,43
2023-09-12,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,818,114,18,14
2023-09-12,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,947,1,0,0
2023-09-12,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,959,0,0,0
2023-09-12,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,905,1,0,0
2023-09-12,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,480,16,3,3
2023-09-12,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,781,0,0,0
2023-09-13,20230913_san_diego,event,San Diego,CA,2023-09-13,0,Charlie,1730,203,52,50
2023-09-13,20230914_san_diego,event,San Diego,CA,2023-09-14,-1,Charlie,1730,203,52,50
2023-09-13,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,860,124,20,17
2023-09-13,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,953,0,0,0
2023-09-13,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,876,0,0,0
2023-09-13,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,694,0,0,0
2023-09-13,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,496,17,2,2
2023-09-13,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,733,0,0,0
2023-09-14,20230913_san_diego,event,San Diego,CA,2023-09-13,1,Charlie,1748,220,40,38
2023-09-14,20230914_san_diego,event,San Diego,CA,2023-09-14,0,Charlie,1748,220,40,38
2023-09-14,20230915_san_diego,event,San Diego,CA,2023-09-15,-1,Charlie,1748,220,40,38
2023-09-14,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1102,124,18,15
2023-09-14,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1042,0,0,0
2023-09-14,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1001,0,0,0
2023-09-14,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,815,0,0,0
2023-09-14,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,486,17,5,5
2023-09-14,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,851,0,0,0
2023-09-15,20230914_san_diego,event,San Diego,CA,2023-09-14,1,Charlie,1557,249,49,47
2023-09-15,20230915_san_diego,event,San Diego,CA,2023-09-15,0,Charlie,1557,249,49,47
2023-09-15,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1072,137,22,19
2023-09-15,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1025,0,0,0
2023-09-15,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,922,0,0,0
2023-09-15,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,924,1,0,0
2023-09-15,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,476,19,2,2
2023-09-15,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,882,0,0,0
2023-09-16,20230915_san_diego,event,San Diego,CA,2023-09-15,1,Charlie,999,170,23,19
2023-09-16,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,912,122,11,8
2023-09-16,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,760,0,0,0
2023-09-16,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,831,0,0,0
2023-09-16,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,849,0,0,0
2023-09-16,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,462,17,0,0
2023-09-16,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,653,0,0,0
2023-09-20,20230919_flagstaff,event,Flagstaff,AZ,2023-09-19,1,Charlie,812,0,0,0
2023-09-20,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,905,148,24,21
2023-09-20,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,993,0,0,0
2023-09-20,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,834,0,0,0
2023-09-20,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,1040,0,0,0
2023-09-20,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,431,14,4,4
2023-09-20,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,822,1,0,0
2023-09-26,20230927_tempe,event,Tempe,AZ,2023-09-27,-1,Charlie,1801,330,40,35
2023-09-26,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1086,136,19,16
2023-09-26,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,925,0,0,0
2023-09-26,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,804,0,0,0
2023-09-26,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,868,0,0,0
2023-09-26,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,428,11,4,4
2023-09-26,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,773,0,0,0
2023-09-27,20230927_tempe,event,Tempe,AZ,2023-09-27,0,Charlie,1857,376,52,46
2023-09-27,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1068,140,19,16
2023-09-27,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1104,0,0,0
2023-09-27,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,895,4,0,0
2023-09-27,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,904,0,0,0
2023-09-27,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,374,10,3,3
2023-09-27,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,760,1,0,0
2023-09-28,20230927_tempe,event,Tempe,AZ,2023-09-27,1,Charlie,1345,237,45,43
2023-09-28,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1059,141,19,16
2023-09-28,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1126,0,0,0
2023-09-28,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,979,13,1,1
2023-09-28,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,921,0,0,0
2023-09-28,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,451,19,7,7
2023-09-28,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,826,0,0,0
2023-10-01,20231002_san_jose,event,San Jose,CA,2023-10-02,-1,Charlie,2161,1113,174,88
2023-10-01,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,925,103,12,10
2023-10-01,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1008,1,0,0
2023-10-01,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,942,7,1,1
2023-10-01,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,806,0,0,0
2023-10-01,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,423,13,4,4
2023-10-01,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,831,2,0,0
2023-10-02,20231002_san_jose,event,San Jose,CA,2023-10-02,0,Charlie,1943,1050,153,77
2023-10-02,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,922,117,10,10
2023-10-02,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,925,0,0,0
2023-10-02,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,961,3,0,0
2023-10-02,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,823,1,0,0
2023-10-02,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,418,15,7,7
2023-10-02,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,758,1,0,0
2023-10-03,20231002_san_jose,event,San Jose,CA,2023-10-02,1,Charlie,1929,1054,198,90
2023-10-03,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,996,141,20,17
2023-10-03,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,923,0,0,0
2023-10-03,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,893,4,0,0
2023-10-03,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,930,0,0,0
2023-10-03,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,405,11,6,6
2023-10-03,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,811,0,0,0
2023-10-09,20231010_orlando,event,Orlando,FL,2023-10-10,-1,Charlie,2248,56,7,6
2023-10-09,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1033,140,8,8
2023-10-09,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1043,0,0,0
2023-10-09,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,947,21,1,0
2023-10-09,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,895,0,0,0
2023-10-09,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,425,17,4,4
2023-10-09,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,715,0,0,0
2023-10-10,20231010_orlando,event,Orlando,FL,2023-10-10,0,Charlie,2145,51,5,5
2023-10-10,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1089,150,22,19
2023-10-10,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1030,1,1,1
2023-10-10,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,994,23,1,1
2023-10-10,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,930,1,0,0
2023-10-10,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,405,12,3,3
2023-10-10,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,747,1,0,0
2023-10-11,20231010_orlando,event,Orlando,FL,2023-10-10,1,Charlie,2112,54,8,7
2023-10-11,20231012_atlanta,event,Atlanta,GA,2023-10-12,-1,TPUSA,1947,2,1,1
2023-10-11,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1129,149,20,17
2023-10-11,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1135,1,0,0
2023-10-11,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,940,16,1,1
2023-10-11,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,962,0,0,0
2023-10-11,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,404,12,6,6
2023-10-11,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,767,0,0,0
2023-10-12,20231012_atlanta,event,Atlanta,GA,2023-10-12,0,TPUSA,1876,59,4,3
2023-10-12,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1151,144,24,20
2023-10-12,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1186,0,0,0
2023-10-12,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,619,21,3,3
2023-10-12,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,985,0,0,0
2023-10-12,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,422,17,5,5
2023-10-12,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,810,0,0,0
2023-10-13,20231012_atlanta,event,Atlanta,GA,2023-10-12,1,TPUSA,1837,64,0,0
2023-10-13,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1340,176,30,27
2023-10-13,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1207,1,0,0
2023-10-13,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,663,15,0,0
2023-10-13,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,981,1,0,0
2023-10-13,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,458,19,5,5
2023-10-13,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,801,0,0,0
2023-10-17,20231018_san_antonio,event,San Antonio,TX,2023-10-18,-1,Charlie,801,50,7,5
2023-10-17,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1159,169,26,23
2023-10-17,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1008,0,0,0
2023-10-17,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,873,20,1,1
2023-10-17,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,902,0,0,0
2023-10-17,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,410,10,2,2
2023-10-17,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,682,0,0,0
2023-10-19,20231018_san_antonio,event,San Antonio,TX,2023-10-18,1,Charlie,898,46,5,5
2023-10-19,20231019_springfield,event,Springfield,MO,2023-10-19,0,Charlie,802,1,0,0
2023-10-19,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1214,169,27,24
2023-10-19,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1085,0,0,0
2023-10-19,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,916,7,0,0
2023-10-19,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,973,1,0,0
2023-10-19,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,448,13,4,4
2023-10-19,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,775,0,0,0
2023-10-20,20231019_springfield,event,Springfield,MO,2023-10-19,1,Charlie,820,1,0,0
2023-10-20,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1231,169,25,22
2023-10-20,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1143,0,0,0
2023-10-20,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,973,29,3,3
2023-10-20,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,959,5,1,1
2023-10-20,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,432,14,4,4
2023-10-20,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,756,1,0,0
2023-10-24,20231025_buffalo,event,Buffalo,NY,2023-10-25,-1,TPUSA,904,0,0,0
2023-10-24,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,987,132,17,15
2023-10-24,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1083,0,0,0
2023-10-24,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,1014,4,0,0
2023-10-24,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,903,0,0,0
2023-10-24,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,403,11,2,2
2023-10-24,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,730,1,0,0
2023-10-25,20231025_buffalo,event,Buffalo,NY,2023-10-25,0,TPUSA,965,0,0,0
2023-10-25,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1010,140,22,20
2023-10-25,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1166,0,0,0
2023-10-25,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,990,6,0,0
2023-10-25,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,948,0,0,0
2023-10-25,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,335,5,3,3
2023-10-25,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,729,0,0,0
2023-10-26,20231025_buffalo,event,Buffalo,NY,2023-10-25,1,TPUSA,937,0,0,0
2023-10-26,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1091,143,24,21
2023-10-26,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1169,0,0,0
2023-10-26,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,809,8,0,0
2023-10-26,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,922,0,0,0
2023-10-26,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,380,10,3,3
2023-10-26,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,770,0,0,0
2023-11-08,20231109_los_angeles,event,Los Angeles,CA,2023-11-09,-1,Charlie,3217,728,168,136
2023-11-08,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1091,134,27,24
2023-11-08,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1145,0,0,0
2023-11-08,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,779,0,0,0
2023-11-08,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,926,0,0,0
2023-11-08,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,348,0,0,0
2023-11-08,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,704,0,0,0
2023-11-09,20231109_los_angeles,event,Los Angeles,CA,2023-11-09,0,Charlie,3245,829,167,124
2023-11-09,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1134,127,18,17
2023-11-09,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1196,0,0,0
2023-11-09,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,845,0,0,0
2023-11-09,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,914,0,0,0
2023-11-09,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,372,0,0,0
2023-11-09,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,661,0,0,0
2023-11-10,20231109_los_angeles,event,Los Angeles,CA,2023-11-09,1,Charlie,3698,996,203,156
2023-11-10,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1010,116,16,12
2023-11-10,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1069,0,0,0
2023-11-10,control_des_moines,control,Des Moines,IA,,0,CONTROL — no known Kirk/TPUSA event,893,0,0,0
2023-11-10,control_shreveport,control,Shreveport,LA,,0,CONTROL — no known Kirk/TPUSA event,905,0,0,0
2023-11-10,control_spokane,control,Spokane,WA,,0,CONTROL — no known Kirk/TPUSA event,369,0,0,0
2023-11-10,control_syracuse,control,Syracuse,NY,,0,CONTROL — no known Kirk/TPUSA event,697,0,0,0
2023-12-15,20231216_phoenix,event,Phoenix,AZ,2023-12-16,-1,Charlie,2372,1063,136,116
2023-12-15,control_albuquerque,control,Albuquerque,NM,,0,CONTROL — no known Kirk/TPUSA event,1066,150,28,25
2023-12-15,control_chattanooga,control,Chattanooga,TN,,0,CONTROL — no known Kirk/TPUSA event,1136,0,0,0
