tail,date,file_date,dated_from_previous_utc_day,airport_code,airport_name,airport_city,median_km_from_field,ground_points,first_seen_utc,last_seen_utc,lat,lon,type,registration,sources,archives_agreeing,nearest_event_city,nearest_event_state,nearest_event_date,nearest_event_who,nearest_event_title,charlie_present,erika_present,event_offset_days,miles_to_event_city,within_50mi,same_day,event_page
CONTROL-RYANAIR,2023-02-25,2023-02-25,False,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,2.32,74,2023-02-25T18:30:27.010000Z,2023-02-25T18:40:31.850000Z,40.4728,-3.56781,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-02-25,2023-02-25,False,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,3.37,34,2023-02-25T21:16:57.470000Z,2023-02-25T21:21:23.770000Z,40.46353,-3.56579,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-02-26,2023-02-26,False,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,0.86,61,2023-02-26T19:26:11.520000Z,2023-02-26T19:31:38.660000Z,53.63247,10.00078,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-02-26,2023-02-26,False,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,0.81,62,2023-02-26T20:21:55.700000Z,2023-02-26T20:30:41.040000Z,53.62942,10.00043,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-02-26,2023-02-26,False,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,1.23,122,2023-02-26T05:32:05.800000Z,2023-02-26T06:01:34.890000Z,40.48293,-3.5676,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-02-26,2023-02-26,False,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,0.9,177,2023-02-26T09:00:46.490000Z,2023-02-26T10:07:34.350000Z,40.4864,-3.56695,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-02-26,2023-02-26,False,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,2.71,56,2023-02-26T12:47:33.070000Z,2023-02-26T13:01:30.510000Z,40.46939,-3.56691,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-02-26,2023-02-26,False,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,3.17,121,2023-02-26T14:27:12.350000Z,2023-02-26T14:41:03.130000Z,40.46514,-3.567,B738,EI-EFZ,airplanes-live,1,,,,,,,,,,no,no,
N102DZ,2023-03-01,2023-03-01,False,KPDK,DeKalb Peachtree Airport,Atlanta,0.41,105,2023-03-01T16:46:27.930000Z,2023-03-01T17:36:29.580000Z,33.87557,-84.30649,GLF5,N102DZ,adsbexchange-samples,1,Santa Barbara,CA,2023-03-01,Charlie,Live Free Tour — UC Santa Barbara,yes,not_documented,0,2014.73,no,yes,site/docs/Planes/following/speaking/20230301_santa_barbara.mdx
N102DZ,2023-03-01,2023-03-01,False,KTEB,Teterboro Airport,Teterboro,0.18,19,2023-03-01T19:16:34.840000Z,2023-03-01T19:19:21.380000Z,40.85175,-74.06061,GLF5,N102DZ,adsbexchange-samples|airplanes-live,2,Santa Barbara,CA,2023-03-01,Charlie,Live Free Tour — UC Santa Barbara,yes,not_documented,0,2508.8,no,yes,site/docs/Planes/following/speaking/20230301_santa_barbara.mdx
N102DZ,2023-03-02,2023-03-02,False,KTEB,Teterboro Airport,Teterboro,1.23,6,2023-03-02T17:49:17.890000Z,2023-03-02T17:54:35.980000Z,40.83907,-74.06041,GLF5,N102DZ,airplanes-live,1,Santa Barbara,CA,2023-03-01,Charlie,Live Free Tour — UC Santa Barbara,yes,not_documented,-1,2508.88,no,no,site/docs/Planes/following/speaking/20230301_santa_barbara.mdx
SU-BTT,2023-03-02,2023-03-02,False,KILG,Wilmington Airport,Wilmington,0.71,2,2023-03-02T15:34:06.270000Z,2023-03-02T15:34:27.830000Z,39.67353,-75.60168,FA7X,SU-BTT,adsb-lol|airplanes-live,2,Santa Barbara,CA,2023-03-01,Charlie,Live Free Tour — UC Santa Barbara,yes,not_documented,-1,2435.32,no,no,site/docs/Planes/following/speaking/20230301_santa_barbara.mdx
CONTROL-LUFTHANSA,2023-03-03,2023-03-03,False,EBBR,Brussels Airport,Zaventem,0.54,61,2023-03-03T14:58:12.520000Z,2023-03-03T15:51:40.070000Z,50.90234,4.49203,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2023-03-03,2023-03-03,False,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,0.73,116,2023-03-03T10:11:45.320000Z,2023-03-03T11:07:18.910000Z,53.63051,9.99932,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2023-03-03,2023-03-03,False,LSZH,Zürich Airport,Zurich,1.04,36,2023-03-03T18:24:29.390000Z,2023-03-03T18:27:08.160000Z,47.46328,8.55958,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2023-03-03,2023-03-03,False,LSZH,Zürich Airport,Zurich,1.63,31,2023-03-03T19:17:50.450000Z,2023-03-03T19:19:45.320000Z,47.45658,8.56968,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2023-03-03,2023-03-03,False,KSJC,Mineta San Jose International Airport,San Jose,0.4,54,2023-03-03T20:11:00.830000Z,2023-03-03T20:14:36.260000Z,37.36353,-121.93352,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2023-03-03,2023-03-03,False,KSJC,Mineta San Jose International Airport,San Jose,0.97,60,2023-03-03T23:11:49.110000Z,2023-03-03T23:17:56.710000Z,37.35468,-121.92427,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2023-03-03,2023-03-03,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.74,45,2023-03-03T14:02:05.480000Z,2023-03-03T14:07:38.240000Z,33.68129,-117.86642,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N582MM,2023-03-08,2023-03-08,False,KIWA,Mesa Gateway Airport,Mesa,1.32,2,2023-03-08T13:53:04.790000Z,2023-03-08T13:54:03.140000Z,33.31135,-111.66854,LJ60,N582MM,airplanes-live,1,Chicago,IL,2023-03-09,Charlie,Live Free Tour — University of Illinois Chicago,yes,not_documented,1,1433.05,no,no,site/docs/Planes/following/speaking/20230309_chicago.mdx
N582MM,2023-03-08,2023-03-08,False,KIWA,Mesa Gateway Airport,Mesa,1.95,5,2023-03-08T15:11:24.180000Z,2023-03-08T15:13:49.720000Z,33.31725,-111.67272,LJ60,N582MM,airplanes-live,1,Chicago,IL,2023-03-09,Charlie,Live Free Tour — University of Illinois Chicago,yes,not_documented,1,1433.04,no,no,site/docs/Planes/following/speaking/20230309_chicago.mdx
N582MM,2023-03-08,2023-03-08,False,KIWA,Mesa Gateway Airport,Mesa,1.63,2,2023-03-08T18:19:03.650000Z,2023-03-08T18:47:35.180000Z,33.31415,-111.67085,LJ60,N582MM,airplanes-live,1,Chicago,IL,2023-03-09,Charlie,Live Free Tour — University of Illinois Chicago,yes,not_documented,1,1433.06,no,no,site/docs/Planes/following/speaking/20230309_chicago.mdx
N872RA,2023-03-10,2023-03-10,False,KTRM,Jacqueline Cochran Regional Airport,Palm Springs,0.34,3,2023-03-10T19:06:07.480000Z,2023-03-10T19:06:12.460000Z,33.62611,-116.15643,BE40,N872RA,airplanes-live,1,Chicago,IL,2023-03-09,Charlie,Live Free Tour — University of Illinois Chicago,yes,not_documented,-1,1646.8,no,no,site/docs/Planes/following/speaking/20230309_chicago.mdx
N872RA,2023-03-11,2023-03-11,False,KOAK,Oakland San Francisco Bay Airport,Oakland,1.13,7,2023-03-11T20:43:53.250000Z,2023-03-11T20:46:22.670000Z,37.72711,-122.21183,BE40,N872RA,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2023-03-11,2023-03-11,False,KOAK,Oakland San Francisco Bay Airport,Oakland,0.8,110,2023-03-11T23:17:58.750000Z,2023-03-11T23:59:58.870000Z,37.72235,-122.21257,BE40,N872RA,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2023-03-12,2023-03-12,False,KOAK,Oakland San Francisco Bay Airport,Oakland,1.99,62,2023-03-12T00:00:04.840000Z,2023-03-12T00:02:59.870000Z,37.70285,-122.21504,BE40,N872RA,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-03-13,2023-03-13,False,EGGD,Bristol Airport,Bristol,0.79,37,2023-03-13T00:06:04.940000Z,2023-03-13T00:08:28.460000Z,51.3826,-2.72781,B738,EI-EFZ,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,1,5216.88,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-RYANAIR,2023-03-13,2023-03-13,False,EGGD,Bristol Airport,Bristol,0.7,21,2023-03-13T12:16:34.050000Z,2023-03-13T12:18:12.020000Z,51.38257,-2.72657,B738,EI-EFZ,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,1,5216.92,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-RYANAIR,2023-03-13,2023-03-13,False,EGGD,Bristol Airport,Bristol,0.83,37,2023-03-13T22:09:56.010000Z,2023-03-13T22:11:57.900000Z,51.38252,-2.72843,B738,EI-EFZ,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,1,5216.87,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
SU-BGM,2023-03-13,2023-03-13,False,LIRA,Ciampino–G. B. Pastine International Airport,Rome,0.23,7,2023-03-13T10:57:24.900000Z,2023-03-13T10:59:26Z,41.79782,12.59289,GLF4,SU-BGM,adsb-lol,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,1,6186.6,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
SU-BTU,2023-03-13,2023-03-13,False,KILG,Wilmington Airport,Wilmington,0.6,4,2023-03-13T16:34:51.760000Z,2023-03-13T16:40:08.120000Z,39.67472,-75.60173,FA7X,SU-BTU,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,1,2446.79,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-LUFTHANSA,2023-03-14,2023-03-14,False,LBSF,Sofia Airport,Sofia,0.75,1,2023-03-14T20:40:32.010000Z,2023-03-14T20:40:32.010000Z,42.69517,23.42676,A319,D-AIBD,airplanes-live,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,0,6412.87,no,yes,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-RYANAIR,2023-03-14,2023-03-14,False,EGGD,Bristol Airport,Bristol,0.84,33,2023-03-14T12:53:57.540000Z,2023-03-14T12:56:15.710000Z,51.38256,-2.72862,B738,EI-EFZ,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,0,5216.86,no,yes,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-RYANAIR,2023-03-14,2023-03-14,False,EGGD,Bristol Airport,Bristol,0.85,50,2023-03-14T22:54:19.830000Z,2023-03-14T22:57:00Z,51.38262,-2.72873,B738,EI-EFZ,airplanes-live,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,0,5216.85,no,yes,site/docs/Planes/following/speaking/20230314_davis.mdx
N872RA,2023-03-14,2023-03-14,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.22,69,2023-03-14T16:01:23.050000Z,2023-03-14T16:28:04.600000Z,33.67704,-117.86911,BE40,N872RA,airplanes-live,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,0,400.24,no,yes,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-LUFTHANSA,2023-03-15,2023-03-15,False,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,0.64,195,2023-03-15T14:42:02.880000Z,2023-03-15T15:41:59.010000Z,53.63005,9.99789,A319,D-AIBD,airplanes-live,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,5448.85,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-LUFTHANSA,2023-03-15,2023-03-15,False,EDDM,Munich Airport,Munich,1.24,1,2023-03-15T05:56:18.210000Z,2023-03-15T05:56:18.210000Z,48.34584,11.77429,A319,D-AIBD,adsb-lol,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,5790.62,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-LUFTHANSA,2023-03-15,2023-03-15,False,EGBB,Birmingham Airport,"Birmingham, West Midlands",0.62,4,2023-03-15T09:46:09.690000Z,2023-03-15T09:48:13.160000Z,52.4529,-1.73908,A319,D-AIBD,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,5193.97,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-RYANAIR,2023-03-15,2023-03-15,False,EGGD,Bristol Airport,Bristol,0.82,29,2023-03-15T12:30:03.630000Z,2023-03-15T12:32:16.020000Z,51.38257,-2.72823,B738,EI-EFZ,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,5216.87,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-RYANAIR,2023-03-15,2023-03-15,False,EGGD,Bristol Airport,Bristol,1.02,38,2023-03-15T18:46:21.180000Z,2023-03-15T18:51:23.950000Z,51.38386,-2.73088,B738,EI-EFZ,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,5216.73,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-RYANAIR,2023-03-15,2023-03-15,False,EGGD,Bristol Airport,Bristol,0.83,44,2023-03-15T23:33:40.130000Z,2023-03-15T23:35:56.060000Z,51.38255,-2.72842,B738,EI-EFZ,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,5216.87,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-RYANAIR,2023-03-15,2023-03-15,False,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,3.32,26,2023-03-15T20:47:35.560000Z,2023-03-15T20:49:46.180000Z,40.46399,-3.56562,B738,EI-EFZ,airplanes-live,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,5727.85,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-RYANAIR,2023-03-15,2023-03-15,False,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,2.3,87,2023-03-15T21:40:07.060000Z,2023-03-15T21:54:21.540000Z,40.47295,-3.568,B738,EI-EFZ,airplanes-live,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,5727.32,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
N872RA,2023-03-15,2023-03-15,False,KOAK,Oakland San Francisco Bay Airport,Oakland,0.75,193,2023-03-15T03:38:07.360000Z,2023-03-15T04:46:23.660000Z,37.71689,-122.21369,BE40,N872RA,adsb-lol|airplanes-live,2,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,63.49,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
N872RA,2023-03-15,2023-03-15,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.15,17,2023-03-15T05:58:31.310000Z,2023-03-15T06:00:07.870000Z,33.67469,-117.87086,BE40,N872RA,airplanes-live,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,400.33,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
N872RA,2023-03-15,2023-03-15,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.33,75,2023-03-15T15:29:53.500000Z,2023-03-15T16:33:34.640000Z,33.67743,-117.86719,BE40,N872RA,airplanes-live,1,Davis,CA,2023-03-14,Charlie,Live Free Tour — UC Davis,yes,not_documented,-1,400.28,no,no,site/docs/Planes/following/speaking/20230314_davis.mdx
CONTROL-LUFTHANSA,2023-03-16,2023-03-16,False,LFBO,Toulouse-Blagnac Airport,Toulouse/Blagnac,0.62,96,2023-03-16T07:20:59.510000Z,2023-03-16T08:05:53.110000Z,43.63027,1.37136,A319,D-AIBD,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2023-03-16,2023-03-16,False,LSZH,Zürich Airport,Zurich,1.09,30,2023-03-16T11:48:23.410000Z,2023-03-16T11:50:26.130000Z,47.46446,8.55911,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-LUFTHANSA,2023-03-16,2023-03-16,False,LSZH,Zürich Airport,Zurich,1.66,33,2023-03-16T12:47:20.340000Z,2023-03-16T12:56:41.830000Z,47.45665,8.56999,A319,D-AIBD,airplanes-live,1,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-03-16,2023-03-16,False,EGGD,Bristol Airport,Bristol,0.82,36,2023-03-16T13:01:15.600000Z,2023-03-16T13:03:17.060000Z,51.38252,-2.72823,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-03-16,2023-03-16,False,EGGD,Bristol Airport,Bristol,1.06,38,2023-03-16T14:27:14.280000Z,2023-03-16T14:33:22.710000Z,51.38386,-2.73155,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
CONTROL-RYANAIR,2023-03-16,2023-03-16,False,EGGD,Bristol Airport,Bristol,0.87,44,2023-03-16T22:59:00.090000Z,2023-03-16T23:01:09.470000Z,51.38259,-2.72897,B738,EI-EFZ,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2023-03-16,2023-03-16,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.16,23,2023-03-16T01:17:45.120000Z,2023-03-16T02:16:16.650000Z,33.67514,-117.87098,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2023-03-16,2023-03-16,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.49,64,2023-03-16T18:31:18.970000Z,2023-03-16T18:57:11.200000Z,33.67932,-117.86807,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N872RA,2023-03-19,2023-03-19,False,KSLC,Salt Lake City International Airport,Salt Lake City,1.67,74,2023-03-19T04:24:32.580000Z,2023-03-19T04:31:04.200000Z,40.78823,-111.96004,BE40,N872RA,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2023-03-19,2023-03-19,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.51,15,2023-03-19T06:55:14.170000Z,2023-03-19T06:57:04.540000Z,33.67146,-117.87271,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N582MM,2023-03-21,2023-03-21,False,KTKI,McKinney National Airport,Dallas,0.5,1,2023-03-21T17:08:13.630000Z,2023-03-21T17:08:13.630000Z,33.17341,-96.5903,LJ60,N582MM,adsb-lol|airplanes-live,2,Baton Rouge,LA,2023-03-21,TPUSA,Live Free Tour — LSU (announced; Kirk unconfirmed),no,no,0,371.84,no,yes,site/docs/Planes/following/speaking/20230321_baton_rouge.mdx
N582MM,2023-03-21,2023-03-21,False,KTKI,McKinney National Airport,Dallas,1.04,18,2023-03-21T19:06:13.350000Z,2023-03-21T19:32:31.840000Z,33.18722,-96.59013,LJ60,N582MM,adsb-lol|airplanes-live,2,Baton Rouge,LA,2023-03-21,TPUSA,Live Free Tour — LSU (announced; Kirk unconfirmed),no,no,0,372.3,no,yes,site/docs/Planes/following/speaking/20230321_baton_rouge.mdx
N582MM,2023-03-22,2023-03-22,False,KTKI,McKinney National Airport,Dallas,0.66,4,2023-03-22T01:22:43.030000Z,2023-03-22T01:25:05.310000Z,33.18372,-96.5894,LJ60,N582MM,adsb-lol|airplanes-live,2,Baton Rouge,LA,2023-03-21,TPUSA,Live Free Tour — LSU (announced; Kirk unconfirmed),no,no,-1,372.15,no,no,site/docs/Planes/following/speaking/20230321_baton_rouge.mdx
N872RA,2023-03-22,2023-03-22,False,KMRY,Monterey Regional Airport,Monterey,1.08,41,2023-03-22T17:04:04.690000Z,2023-03-22T17:56:09.830000Z,36.58935,-121.85583,BE40,N872RA,airplanes-live,1,Baton Rouge,LA,2023-03-21,TPUSA,Live Free Tour — LSU (announced; Kirk unconfirmed),no,no,-1,1811.76,no,no,site/docs/Planes/following/speaking/20230321_baton_rouge.mdx
N872RA,2023-03-22,2023-03-22,False,KPSP,Palm Springs International Airport,Palm Springs,0.32,3,2023-03-22T18:49:41.620000Z,2023-03-22T18:50:33.630000Z,33.8317,-116.50947,BE40,N872RA,airplanes-live,1,Baton Rouge,LA,2023-03-21,TPUSA,Live Free Tour — LSU (announced; Kirk unconfirmed),no,no,-1,1499.17,no,no,site/docs/Planes/following/speaking/20230321_baton_rouge.mdx
N872RA,2023-03-22,2023-03-22,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.67,53,2023-03-22T16:06:29.450000Z,2023-03-22T16:09:45.710000Z,33.68066,-117.86672,BE40,N872RA,airplanes-live,1,Baton Rouge,LA,2023-03-21,TPUSA,Live Free Tour — LSU (announced; Kirk unconfirmed),no,no,-1,1576.86,no,no,site/docs/Planes/following/speaking/20230321_baton_rouge.mdx
N872RA,2023-03-22,2023-03-22,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.13,12,2023-03-22T22:04:46.350000Z,2023-03-22T22:06:12.190000Z,33.67548,-117.87057,BE40,N872RA,airplanes-live,1,Baton Rouge,LA,2023-03-21,TPUSA,Live Free Tour — LSU (announced; Kirk unconfirmed),no,no,-1,1577.08,no,no,site/docs/Planes/following/speaking/20230321_baton_rouge.mdx
CONTROL-LUFTHANSA,2023-03-23,2023-03-23,False,LSZH,Zürich Airport,Zurich,0.26,10,2023-03-23T20:47:47.500000Z,2023-03-23T20:48:51.930000Z,47.45799,8.54459,A319,D-AIBD,airplanes-live,1,Columbus,OH,2023-03-22,Charlie,Live Free Tour — Ohio State University with Candace Owens,yes,not_documented,-1,4327.88,no,no,site/docs/Planes/following/speaking/20230322_columbus.mdx
CONTROL-RYANAIR,2023-03-23,2023-03-23,False,EGGD,Bristol Airport,Bristol,0.95,42,2023-03-23T14:17:57.820000Z,2023-03-23T14:20:12.770000Z,51.38254,-2.7302,B738,EI-EFZ,adsb-lol|airplanes-live,2,Columbus,OH,2023-03-22,Charlie,Live Free Tour — Ohio State University with Candace Owens,yes,not_documented,-1,3754.37,no,no,site/docs/Planes/following/speaking/20230322_columbus.mdx
N102DZ,2023-03-23,2023-03-23,False,KCNO,Chino Airport,Chino,1.06,4,2023-03-23T17:41:30.900000Z,2023-03-23T17:41:35.570000Z,33.97371,-117.62556,GLF5,N102DZ,adsb-lol|airplanes-live,2,Columbus,OH,2023-03-22,Charlie,Live Free Tour — Ohio State University with Candace Owens,yes,not_documented,-1,1943.74,no,no,site/docs/Planes/following/speaking/20230322_columbus.mdx
N582MM,2023-03-23,2023-03-23,False,KTKI,McKinney National Airport,Dallas,0.98,5,2023-03-23T16:16:31.910000Z,2023-03-23T16:17:23.210000Z,33.18674,-96.58995,LJ60,N582MM,adsb-lol|airplanes-live,2,Columbus,OH,2023-03-22,Charlie,Live Free Tour — Ohio State University with Candace Owens,yes,not_documented,-1,887.45,no,no,site/docs/Planes/following/speaking/20230322_columbus.mdx
N872RA,2023-03-23,2023-03-23,False,KOAK,Oakland San Francisco Bay Airport,Oakland,0.75,152,2023-03-23T20:21:54.240000Z,2023-03-23T20:34:59.780000Z,37.71556,-122.2148,BE40,N872RA,adsb-lol,1,Columbus,OH,2023-03-22,Charlie,Live Free Tour — Ohio State University with Candace Owens,yes,not_documented,-1,2099.73,no,no,site/docs/Planes/following/speaking/20230322_columbus.mdx
N872RA,2023-03-23,2023-03-23,False,KOAK,Oakland San Francisco Bay Airport,Oakland,0.58,241,2023-03-23T19:30:44.100000Z,2023-03-23T20:35:00.190000Z,37.72194,-122.21504,BE40,N872RA,airplanes-live,1,Columbus,OH,2023-03-22,Charlie,Live Free Tour — Ohio State University with Candace Owens,yes,not_documented,-1,2099.62,no,no,site/docs/Planes/following/speaking/20230322_columbus.mdx
N872RA,2023-03-23,2023-03-23,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.58,62,2023-03-23T18:08:50.060000Z,2023-03-23T18:25:32.790000Z,33.68,-117.86722,BE40,N872RA,airplanes-live,1,Columbus,OH,2023-03-22,Charlie,Live Free Tour — Ohio State University with Candace Owens,yes,not_documented,-1,1964.38,no,no,site/docs/Planes/following/speaking/20230322_columbus.mdx
N872RA,2023-03-23,2023-03-23,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.16,16,2023-03-23T21:36:35.580000Z,2023-03-23T21:38:11.220000Z,33.67457,-117.87088,BE40,N872RA,airplanes-live,1,Columbus,OH,2023-03-22,Charlie,Live Free Tour — Ohio State University with Candace Owens,yes,not_documented,-1,1964.72,no,no,site/docs/Planes/following/speaking/20230322_columbus.mdx
N872RA,2023-03-23,2023-03-23,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.63,41,2023-03-23T22:26:46.050000Z,2023-03-23T22:29:53.110000Z,33.6804,-117.86712,BE40,N872RA,airplanes-live,1,Columbus,OH,2023-03-22,Charlie,Live Free Tour — Ohio State University with Candace Owens,yes,not_documented,-1,1964.37,no,no,site/docs/Planes/following/speaking/20230322_columbus.mdx
N872RA,2023-03-24,2023-03-24,False,KSLC,Salt Lake City International Airport,Salt Lake City,1.57,2,2023-03-24T21:21:04.490000Z,2023-03-24T21:21:05.850000Z,40.788,-111.96122,BE40,N872RA,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2023-03-24,2023-03-24,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.76,2,2023-03-24T18:12:16.030000Z,2023-03-24T18:12:26.020000Z,33.68156,-117.86676,BE40,N872RA,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2023-03-24,2023-03-24,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.2,14,2023-03-24T03:23:22.610000Z,2023-03-24T03:25:30.900000Z,33.67415,-117.87109,BE40,N872RA,airplanes-live,1,,,,,,,,,,no,no,
N582MM,2023-03-25,2023-03-25,False,KTKI,McKinney National Airport,Dallas,0.49,1,2023-03-25T23:03:10.070000Z,2023-03-25T23:03:10.070000Z,33.17346,-96.59044,LJ60,N582MM,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
N872RA,2023-03-25,2023-03-25,False,KSNA,John Wayne Orange County International Airport,Santa Ana,0.14,4,2023-03-25T01:41:26.120000Z,2023-03-25T01:41:39.110000Z,33.67552,-117.87068,BE40,N872RA,adsb-lol|airplanes-live,2,,,,,,,,,,no,no,
