hex,reg,type,operator,flags,event_days,distinct_cities,states,states_list,top_city,top_city_hits,top_city_share,off_m1,off_0,off_p1,day0_share,control_cities,control_contaminated
a77de9,N582FX,CL30,FLEXJET LLC,NONE,10,5,3,AZ|TN|TX,"Phoenix,AZ",5,0.417,5,3,4,0.25,,no
a033ff,N112DU,BCS1,BANK OF UTAH TRUSTEE,NONE,10,5,3,CA|TX|UT,"Grapevine,TX",4,0.286,4,5,5,0.357,,no
a3b8ad,N339QS,C680,NETJETS SALES INC,NONE,10,5,4,AZ|CA|FL|TX,"Tampa,FL",6,0.462,4,3,6,0.231,,no
ab88b6,N842QS,C700,"ADL AVIATION LLC, BENTON ADAM, ATLANTIC AUTO BODY LLC, BLUEBONNE",NONE,10,5,5,AZ|DC|NC|NV|OR,"Las Vegas,NV",6,0.5,5,3,4,0.25,,no
a57742,N451QS,E55P,"BRENNAN FLORIDA HOLDING CO LLC, MUELLER DAVID R, DDK 806 LLC, BU",NONE,10,5,5,AZ|FL|GA|TX|UT,"Tampa,FL",5,0.333,5,6,4,0.4,,no
ad2f75,N949JX,E145,DELUX PUBLIC CHARTER LLC,NONE,10,5,4,AZ|CA|NV|TX,"Grapevine,TX",9,0.5,6,6,6,0.333,,no
ace044,N929GW,LJ60,PUBLIX SUPER MARKETS INC,dbflag:LADD,10,5,2,FL|GA,"West Palm Beach,FL",6,0.429,4,5,5,0.357,,no
a5127c,N426FX,E545,"FLEXJET LLC, BERTUCCI JOHN R, KAPLAN JAMES L, SWEET STREET DESSE",NONE,10,5,5,AZ|DC|FL|MN|TX,"West Palm Beach,FL",3,0.273,5,4,2,0.364,,no
aab364,N789QS,CL30,"NETJETS SALES INC, SUB-ZERO INC, ZILLOW GROUP INC, CHARLOTTE PIP",NONE,10,4,4,CA|NJ|NV|TX,"Grapevine,TX",4,0.364,3,4,4,0.364,,no
a446f1,N375FX,E55P,"FLEXJET LLC, KIVI TALO HOLDINGS LLC, LEADER LENNERT J, PSR PARTN",NONE,10,4,3,AZ|CA|FL,"West Palm Beach,FL",6,0.5,2,3,7,0.25,Albuquerque|Spokane,yes
accabe,N923QS,C68A,"ADDUS HOME OFFICE LLC, CHANGES IN LATITUDE LLC, CHIEF AIR LLC, E",NONE,10,4,4,AZ|CA|GA|TX,"Phoenix,AZ",6,0.545,4,4,3,0.364,Albuquerque|Spokane|Syracuse,yes
a2f293,N28959,P28A,CAE OXFORD AVIATION ACADEMY PHOENIX INC,NONE,10,4,2,AZ|CA,"Phoenix,AZ",10,0.769,5,2,6,0.154,,no
a728a8,N560TW,C56X,T W LEWIS-AVIATION LLC,tracked_fleet:N560TW,10,4,2,AZ|UT,"Phoenix,AZ",8,0.667,2,5,5,0.417,Albuquerque,yes
a78c89,N586DM,E55P,MAC EQUIPMENT LEASING LLC,NONE,10,4,2,AZ|CA,"Phoenix,AZ",10,0.769,3,3,7,0.231,,no
a55dc3,N445FX,E545,"FLEXJET LLC, PELOTON HOLDINGS LLC, BAG AVIATION LLC, MERLO LARRY",NONE,10,4,3,AZ|CA|TX,"Phoenix,AZ",5,0.5,5,3,2,0.3,Des Moines|Shreveport,yes
a3d0ce,N345KM,F900,JDR MANAGEMENT LLC,NONE,10,4,4,AZ|CA|NV|TX,"Rancho Palos Verdes,CA",4,0.364,4,3,4,0.273,Albuquerque|Syracuse,yes
ad4f86,N957JX,E145,DELUX PUBLIC CHARTER LLC,NONE,10,4,4,AZ|CO|NV|TX,"Las Vegas,NV",6,0.462,3,5,5,0.385,,no
a19d59,N203BZ,BCS3,BANK OF UTAH TRUSTEE,NONE,10,4,4,CA|FL|NC|NV,"Tampa,FL",9,0.643,5,5,4,0.357,,no
a97088,N707WE,GLF4,C&S GULFSTREAM 1 LLC,NONE,10,4,3,CA|DC|FL,"Tampa,FL",6,0.4,6,4,5,0.267,,no
ad3c15,N952A,P28A,ARCHER AERO LLC,dbflag:LADD,10,4,3,FL|GA|MI,"West Palm Beach,FL",9,0.529,6,7,4,0.412,,no
ad47d8,N955GH,C750,CITATION X LEASING LLC,NONE,10,4,3,CA|FL|TX,"Tampa,FL",3,0.3,3,4,3,0.4,Albuquerque|Spokane,yes
a50757,N423FX,E545,FLEXJET LLC,NONE,10,4,4,CA|FL|MN|TX,"Grapevine,TX",7,0.389,7,7,4,0.389,,no
a23c02,N243JX,E145,DELUX PUBLIC CHARTER LLC,NONE,10,4,3,AZ|CA|TX,"Grapevine,TX",8,0.5,7,5,4,0.312,,no
a8ec03,N674QS,C68A,"BIG ZIGGY LLC, C&C RE PORTFOLIO LLC, FITTS EDWARD P, MYERS GEORG",NONE,10,3,3,AZ|DC|NJ,"Phoenix,AZ",11,0.846,5,4,4,0.308,Des Moines|Spokane,yes
aaa3ef,N785JP,BE9L,GUARDIAN FLIGHT LLC,dbflag:LADD,10,3,2,AZ|CO,"Phoenix,AZ",13,0.867,7,3,5,0.2,Albuquerque,yes
ab05c3,N80906,C172,RED DOOR AVIATION LLC,NONE,10,3,2,AZ|CA,"San Diego,CA",17,0.773,7,7,8,0.318,,no
a7d3d3,N603QS,C68A,"NETJETS SALES INC, URBINA JEFFREY A, HILL GAYE, BDCI LLC, AR JET",NONE,10,3,2,AZ|TX,"Phoenix,AZ",9,0.692,5,4,4,0.308,Albuquerque,yes
a4b453,N402CT,BE20,SOUTHWEST CHARTER FLIGHTS LLP,NONE,10,3,2,AZ|CA,"Phoenix,AZ",10,0.833,2,3,7,0.25,Albuquerque,yes
a1ecac,N223FJ,F2TH,VAN DUZER AVIATION LLC,dbflag:LADD,10,3,2,AZ|TX,"Phoenix,AZ",6,0.6,4,3,3,0.3,,no
aa9cde,N783NG,PC12,GJV EQUIPMENT LEASING LLC,dbflag:LADD,10,3,2,AZ|NV,"Phoenix,AZ",15,0.882,5,5,7,0.294,Albuquerque,yes
a36e64,N320AV,DA42,DIAMOND AIRCRAFT SALES U S A INC,NONE,10,3,2,AZ|CA,"Phoenix,AZ",17,0.85,7,6,7,0.3,,no
a03224,N111YV,B190,UAS TRANSERVICES INC,NONE,10,2,2,AZ|TX,"Phoenix,AZ",13,0.684,7,6,6,0.316,,no
aba7c2,N850EF,SR20,LUFTHANSA AVIATION TRAINING USA INC,NONE,10,2,2,AZ|CA,"Phoenix,AZ",15,0.938,4,4,8,0.25,,no
ad7f11,N969RE,PRM1,390 LLC,NONE,10,2,2,AZ|NV,"Phoenix,AZ",8,0.667,4,5,3,0.417,,no
a34ae6,N311DU,BCS3,DELTA AIR LINES INC,NONE,9,8,5,CA|MN|NC|TX|WA,"Chapel Hill,NC",3,0.214,5,7,2,0.5,Albuquerque|Spokane,yes
a4835c,N390FX,E55P,"FLEXJET LLC, DMS MIDDLE LANE LLC, OSS FREDERICK, WILLOW GROVE AV",NONE,9,8,6,AZ|CA|FL|GA|TX|WA,"Denton,TX",2,0.2,5,2,3,0.2,Chattanooga,yes
a057c7,N121DU,BCS1,BANK OF UTAH TRUSTEE,NONE,9,7,4,CA|MN|NJ|UT,"Rancho Palos Verdes,CA",3,0.25,6,4,2,0.333,Spokane,yes
a4e746,N415FX,E545,FLEXJET LLC,NONE,9,7,7,AZ|CA|FL|IL|NJ|NV|TX,"Las Vegas,NV",3,0.333,3,3,3,0.333,Spokane,yes
a74fd8,N570QS,C68A,"NETJETS SALES INC, OSBORN WILLIAM A, CAPITAL IDEAS INC, ILLINOIS",NONE,9,7,7,AZ|CA|DC|FL|IL|NV|TX,"Deerfield,IL",2,0.222,4,3,2,0.333,Albuquerque,yes
a40820,N359VJ,CL30,BANK OF UTAH TRUSTEE,NONE,9,7,5,AZ|CA|CO|MN|TX,"Grapevine,TX",6,0.429,5,4,5,0.286,,no
ad04d0,N938QS,C68A,"AEGIS65NJ LLC, ASFM HOLDINGS LLC, BECKERICHLORD LLC, TRUJILLO DA",NONE,9,7,6,CA|DC|FL|GA|TX|VA,"Dallas,TX",4,0.364,5,3,3,0.273,Syracuse,yes
ac1cde,N88QD,PC12,QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,NONE,9,7,4,CO|FL|GA|TX,"Duluth,GA",3,0.176,4,6,7,0.353,,no
a3a873,N335AS,E55P,"EXECUTIVE AIRSHARE LLC, JLK AVIATION LLC, MAC-TECH INC, TIMBUKTO",government_operator_string,9,6,5,AZ|CO|GA|MT|TX,"Dallas,TX",4,0.4,3,5,2,0.5,,no
a32367,N301DU,BCS3,DELTA AIR LINES INC,NONE,9,6,5,CO|DC|IL|MN|TX,"Deerfield,IL",2,0.222,2,3,4,0.333,Albuquerque|Spokane,yes
acc707,N922QS,C68A,"1010WINGS LLC, AREL DEVELOPMENT LP, CNH INDUSTRIAL AMERICA LLC, ",NONE,9,6,4,AZ|CA|CO|TX,"Grapevine,TX",3,0.3,2,2,6,0.2,Albuquerque|Spokane,yes
a56d7b,N449QS,E55P,"CRU MANAGEMENT LLC, JAR JET LLC, VAN HARTE JEFFREY S TRUSTEE, SM",NONE,9,6,5,AZ|CA|DC|GA|TX,"Phoenix,AZ",5,0.385,4,4,5,0.308,,no
a05410,N120DU,BCS1,BANK OF UTAH TRUSTEE,NONE,9,6,4,CA|TX|UT|WA,"Dallas,TX",4,0.364,4,3,4,0.273,Spokane,yes
a3271e,N302DU,BCS3,DELTA AIR LINES INC,NONE,9,6,5,AZ|GA|MI|TX|WA,"Detroit,MI",5,0.417,5,5,2,0.417,Albuquerque|Spokane,yes
a09590,N137DU,BCS1,DELTA AIR LINES INC,NONE,9,6,4,CA|MN|TX|UT,"Grapevine,TX",5,0.385,5,6,2,0.462,Spokane,yes
a39052,N329FX,E545,"ESTELLA AIR TRAVEL LLC, EMERALD INTERNATIONAL CORP, LT PARTNERSH",NONE,9,6,4,AZ|CA|GA|WA,"Phoenix,AZ",3,0.273,5,4,2,0.364,Albuquerque,yes
a6abcc,N529QS,C68A,"FROSTY LEASING LLC, HCRI LOGISTICS INC, MCDONNELL JOHN F, MCDONN",NONE,9,6,6,CA|DC|GA|NC|TX|WA,"Rancho Palos Verdes,CA",3,0.333,3,4,2,0.444,,no
a3231a,N301AS,E55P,"EXECUTIVE AIRSHARE LLC, SAP PROPERTIES LLC, LAE HOLDINGS LLC",government_operator_string,9,6,4,AZ|CO|MN|TX,"Dallas,TX",3,0.3,5,2,3,0.2,,no
a366a1,N318XL,C56X,CARRIAGE DPB LLC,NONE,9,6,4,CA|GA|NV|TX,"Rancho Palos Verdes,CA",4,0.333,3,3,6,0.25,,no
ac66dc,N899B,C550,"ODYSSEY AVIATION HOLDINGS INC, MCC GI AVIATION LLC",NONE,9,5,2,NV|TX,"Grapevine,TX",5,0.417,3,5,4,0.417,Albuquerque,yes
a4c37e,N406FX,E545,"MILLER WILLIAM H III, BANK OF UTAH TRUSTEE, HANGAR LLC, CHOTO BA",NONE,9,5,4,CA|DC|NJ|TX,"New Brunswick,NJ",3,0.25,5,4,3,0.333,,no
a7538f,N571QS,C68A,"NETJETS SALES INC, SV AVIATION II LLC, LATITUDE INVESTMENT PARTN",NONE,9,5,5,AZ|CA|DC|NJ|TX,"Phoenix,AZ",5,0.5,2,5,3,0.5,,no
aaafad,N788QS,CL30,"NETJETS SALES INC, TVPX ARS INC TRUSTEE, GOGUEN CRAIG, LAKESHORE",NONE,9,5,5,CA|GA|NJ|NV|TX,"Rancho Palos Verdes,CA",3,0.333,3,4,2,0.444,Albuquerque,yes
acd5ec,N926RA,BE40,"A & E HAWKER LP, LOMAKIN DAVID H",NONE,9,5,2,AZ|CA,"Rancho Palos Verdes,CA",4,0.4,4,2,4,0.2,Albuquerque|Spokane,yes
a09737,N137WS,GLF4,CF AVIATION TRUST LLC TRUSTEE,NONE,9,5,3,CA|GA|TX,"Rancho Palos Verdes,CA",5,0.417,4,5,3,0.417,,no
a42a15,N368AS,E55P,"EXECUTIVE AIRSHARE LLC, DAVIS JILL, PEREGRINE FLIGHT SERVICES LL",government_operator_string,9,5,3,AZ|CO|TX,"Grapevine,TX",8,0.571,4,5,5,0.357,,no
a6032d,N487FX,GLF4,FLEXJET LLC,NONE,9,5,4,AZ|CA|TX|UT,"Rancho Palos Verdes,CA",6,0.462,7,4,2,0.308,,no
ad0088,N937JX,E145,DELUX PUBLIC CHARTER LLC,NONE,9,5,3,AZ|CA|NV,"Rancho Palos Verdes,CA",7,0.5,4,4,6,0.286,,no
a2725d,N257JX,E135,DELUX PUBLIC CHARTER LLC,NONE,9,5,3,AZ|CA|NV,"Rancho Palos Verdes,CA",4,0.286,5,3,6,0.214,,no
a5a62f,N463QS,E55P,"ACROSS THE BAY LLC, WEEDEN DALE, WEEDEN RHONDA, SANTI ERNEST SCO",NONE,9,5,3,AZ|CA|TX,"Grapevine,TX",4,0.333,4,3,5,0.25,Albuquerque|Chattanooga,yes
a7acd6,N594FX,CL30,FLEXJET LLC,NONE,9,5,3,CA|DC|FL,"West Palm Beach,FL",3,0.3,3,4,3,0.4,Syracuse,yes
a959b4,N701QS,CL30,"NETJETS SALES INC, COX AVIATION LLC, HFC ACCEPTANCE LLC, GIPSON ",NONE,9,5,5,AZ|CA|CO|DC|TX,"San Jose,CA",3,0.273,3,3,5,0.273,,no
acc350,N921QS,C68A,"1970 GROUP INC, ANCESTRAL SUPPLEMENTS LLC, MARSHALL CLINTON, GRE",NONE,9,5,4,CA|CO|FL|TX,"Grapevine,TX",5,0.455,4,4,3,0.364,,no
a65bf2,N509FX,CL30,"FLEXJET LLC, LAPORTE ANDREA B, ALVAREZ & MARSAL INC, TEXAS CRUDE",NONE,9,5,5,AZ|CA|CO|DC|MT,"Phoenix,AZ",4,0.444,3,3,3,0.333,Albuquerque,yes
a642e3,N502RP,G280,OMICRON TRANSPORTATION INC,dbflag:LADD,9,5,4,AZ|CA|NV|TX,"Dallas,TX",4,0.4,3,2,5,0.2,,no
a73a10,N565FX,CL30,"FLEXJET LLC, AMBERSHORE LLC, HARIS GEORGE PARKER III, CALLAHAN B",NONE,9,5,4,CA|DC|NV|TX,"Las Vegas,NV",3,0.333,2,3,4,0.333,Albuquerque|Spokane,yes
abfa41,N871CB,C25A,ANDERSON BRYAN TRUSTEE,NONE,9,5,4,AZ|CA|TX|UT,"San Antonio,TX",4,0.4,2,3,5,0.3,,no
a40318,N358FX,E55P,FLEXJET LLC,NONE,9,5,5,AZ|CA|CO|FL|TX,"Tampa,FL",3,0.333,3,3,3,0.333,Des Moines,yes
a48ba6,N392QS,E55P,"NETJETS SALES INC, CARPENTER TECHNOLOGY CORP, SILVERTIP ADVENTUR",NONE,9,5,4,CA|CO|GA|TX,"Dallas,TX",5,0.455,3,3,5,0.273,,no
abc2c8,N857QS,C700,"22CC24 LLC, MORSI AMR, SASSER BOBBY L, SASSER PAMELA S, PERRIN C",NONE,9,5,4,AZ|CA|NV|TX,"Las Vegas,NV",3,0.25,4,4,4,0.333,Albuquerque|Chattanooga,yes
ad2bbe,N948JX,E145,DELUX PUBLIC CHARTER LLC,NONE,9,5,5,AZ|CO|NV|TX|UT,"Dallas,TX",5,0.417,3,5,4,0.417,,no
ab097a,N810BE,C560,CHRYSLER AVIATION INC,NONE,9,5,3,AZ|CA|WA,"Rancho Palos Verdes,CA",4,0.4,5,2,3,0.2,,no
ad185f,N943AT,B712,DELTA AIR LINES INC,NONE,9,5,3,GA|MN|TX,"Grapevine,TX",5,0.312,4,6,6,0.375,Des Moines,yes
aaf4a5,N805CC,FA7X,CCC 100 AVIATION LLC,dbflag:LADD,9,5,4,AZ|CA|OR|TX,"Dallas,TX",4,0.4,2,6,2,0.6,,no
a84a77,N633SF,G280,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NONE,9,5,2,CA|GA,"Gainesville,GA",3,0.25,4,4,4,0.333,,no
a9961f,N717AS,CL30,"EXECUTIVE AIRSHARE LLC, PRICE KENT, PRICE ANDREA, TOM AND PAM RU",government_operator_string,9,5,4,AZ|DC|TN|TX,"Washington,DC",4,0.286,1,6,7,0.429,,no
a4345e,N370FX,E55P,FLEXJET LLC,NONE,9,5,5,AZ|CA|MN|OK|TX,"Rancho Palos Verdes,CA",5,0.357,5,5,4,0.357,Albuquerque,yes
abff33,N872QS,C700,"CAMBRIDGE INFORMATION GROUP INC, KELLY BRYNN, CJB2 LLC, CONTINEN",NONE,9,5,3,AZ|CA|TX,"Rancho Palos Verdes,CA",3,0.333,2,3,4,0.333,,no
a21b44,N235BZ,BCS3,WILMINGTON TRUST CO TRUSTEE,NONE,9,5,3,CA|TX|UT,"Grapevine,TX",3,0.25,5,4,3,0.333,Syracuse,yes
ab7f50,N84UP,H25B,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NONE,9,4,3,AZ|CO|NJ,"Phoenix,AZ",8,0.667,3,5,4,0.417,Albuquerque|Des Moines,yes
a09947,N138DU,BCS1,DELTA AIR LINES INC,NONE,9,4,3,CA|MN|TX,"Grapevine,TX",3,0.273,4,4,3,0.364,Spokane,yes
a8cfa9,N667QS,C68A,"KARD SPORTS LLC, CHEVY CHASE TRUST HOLDINGS LLC, COULTER VENTURE",NONE,9,4,4,AZ|FL|NV|TX,"Las Vegas,NV",3,0.333,2,3,4,0.333,Albuquerque|Spokane,yes
a2d0bb,N28029,P28A,CAE OXFORD AVIATION ACADEMY PHOENIX INC,NONE,9,4,2,AZ|CA,"Phoenix,AZ",8,0.667,6,3,3,0.25,Albuquerque,yes
a7facd,N613KJ,C25B,J2 AVIATION LLC,dbflag:LADD,9,4,4,AZ|CA|FL|NV,"Tampa,FL",5,0.455,4,3,4,0.273,Albuquerque,yes
a12484,N173C,PC12,"CUTTER FLIGHT MANAGEMENT INC, BER CO LLC",dbflag:LADD,9,4,2,AZ|CA,"Phoenix,AZ",8,0.667,4,3,5,0.25,,no
a1cc46,N215BZ,BCS3,BANK OF UTAH TRUSTEE,NONE,9,4,4,AZ|CO|FL|NV,"Phoenix,AZ",9,0.6,5,5,5,0.333,Syracuse,yes
a55655,N443FX,E545,"FLEXJET LLC, HOTSKETCH LLC, DANHAKL JOHN, LITHIA AIRCRAFT INC, M",NONE,9,4,3,CA|NV|TX,"Grapevine,TX",6,0.5,5,4,3,0.333,Des Moines,yes
ad5a5c,N96FT,G280,WILMINGTON TRUST CO TRUSTEE,dbflag:LADD,9,4,3,CA|GA|NV,"Rancho Palos Verdes,CA",6,0.5,6,3,3,0.25,,no
a5ec5c,N481AM,C25C,RAVENCREST LLC,NONE,9,4,4,AZ|CA|DC|NV,"Washington,DC",4,0.364,4,4,3,0.364,Albuquerque,yes
a7275f,N560ES,C56X,AIMHIGH 1 LLC,NONE,9,4,2,NV|TX,"Dallas,TX",5,0.385,5,4,4,0.308,,no
adbf87,N985UP,C750,"WHEELS UP PARTNERS LLC, ATTN LEGAL DEPT",NONE,9,4,4,AZ|CA|CO|FL,"West Palm Beach,FL",6,0.545,4,4,3,0.364,,no
ad44f2,N954QS,C68A,"BWS INDUSTRIES LLC, HENNY PENNY CORP, JET ATA LLC, JJJ AVIATION ",NONE,9,4,3,CA|FL|TX,"Tampa,FL",8,0.5,6,6,4,0.375,Des Moines,yes
a700da,N550QS,C68A,"NETJETS SALES INC, AJL I LLC, BREED ALAN W, BREED ELLEN G, AMETE",NONE,9,4,3,AZ|GA|TX,"Phoenix,AZ",7,0.636,4,3,4,0.273,,no
a6a707,N528DX,C550,XITP LLC,NONE,9,3,3,AZ|NV|TX,"Grapevine,TX",6,0.5,5,4,3,0.333,Albuquerque,yes
a97df4,N710VM,C700,TTX HOLDINGS LLC,NONE,9,3,2,NV|TX,"Grapevine,TX",5,0.455,4,4,3,0.364,Spokane,yes
a18781,N198SP,C172,FLIGHT TRAINING AIRCRAFT LLC,dbflag:LADD,9,3,2,AZ|CA,"San Diego,CA",10,0.588,8,6,3,0.353,,no
a1ea5a,N222VR,C25B,HP TRANSPORTATION LLC,NONE,9,3,2,AZ|CA,"Phoenix,AZ",5,0.556,2,3,4,0.333,,no
a26738,N254JX,E135,BANK OF UTAH TRUSTEE,NONE,9,3,2,CA|NV,"Las Vegas,NV",9,0.692,5,4,4,0.308,,no
abffca,N872WT,SR20,ENDEAVOR AVIATION LLC,NONE,9,3,2,AZ|CA,"Phoenix,AZ",14,0.875,4,5,7,0.312,,no
a64529,N503AV,SR20,CIRRUS DESIGN CORP,NONE,9,3,2,AZ|CA,"Phoenix,AZ",14,0.875,6,4,6,0.25,,no
a7d267,N603AC,LJ60,CRITICAL AIR RESPONSE ENTERPRISES LLC,dbflag:LADD,9,3,2,AZ|CA,"Phoenix,AZ",9,0.75,4,3,5,0.25,Albuquerque,yes
a56b7d,N44858,P28A,CARR DANIEL L,NONE,9,3,2,AZ|UT,"Phoenix,AZ",13,0.867,4,5,6,0.333,,no
ac3f92,N889DC,SW4,CBG LLC,NONE,9,3,2,AZ|CO,"Phoenix,AZ",9,0.818,2,4,5,0.364,,no
a7268f,N56WK,SR20,K2 AVIATION LLC,NONE,9,3,2,AZ|CA,"Phoenix,AZ",10,0.769,4,5,4,0.385,,no
aaf8c6,N806GJ,H25B,PB AIR LLC,NONE,9,3,2,AZ|CA,"Phoenix,AZ",8,0.727,5,3,3,0.273,,no
ac7f77,N904QS,C68A,"PRATT TIMOTHY, 2418 N MAIN LLC, CASTLEGROUND HOLDINGS LLC, WILLI",NONE,9,3,3,AZ|CA|DC,"Phoenix,AZ",4,0.444,3,4,2,0.444,Chattanooga|Des Moines,yes
a953f0,N70TT,F900,CJE II INC,dbflag:LADD,9,3,3,AZ|NV|TX,"Phoenix,AZ",5,0.5,1,4,5,0.4,,no
a5199a,N428CS,C25B,ALTC LLC,NONE,9,3,2,AZ|CA,"Phoenix,AZ",6,0.462,5,4,4,0.308,,no
a8ab05,N658FX,GLF6,SKY CHAIR LLC,NONE,9,3,3,CA|FL|NV,"Las Vegas,NV",3,0.333,3,3,3,0.333,,no
ad60bb,N961JX,E145,DELUX PUBLIC CHARTER LLC,NONE,9,3,3,AZ|NV|TX,"Phoenix,AZ",13,0.765,8,5,4,0.294,,no
ace6cb,N930MQ,BE9L,GUARDIAN FLIGHT LLC,dbflag:LADD,9,3,3,AZ|CA|CO,"Phoenix,AZ",9,0.818,2,3,6,0.273,Albuquerque,yes
a213d6,N233BZ,BCS3,BREEZE AVIATION GROUP INC.,NONE,9,3,3,AZ|CA|FL,"Tampa,FL",14,0.737,7,6,6,0.316,Chattanooga,yes
a66aad,N512UP,C56X,WHEELS UP PARTNERS LLC,NONE,9,3,2,FL|TX,"West Palm Beach,FL",6,0.462,5,5,3,0.385,,no
a23a06,N24215,C172,CAREER TRACK 1 LLC,dbflag:LADD,9,3,2,AZ|TX,"Phoenix,AZ",5,0.5,3,2,5,0.2,,no
a4c314,N406BR,C25B,PRESTIGE WORLDWIDE UNLIMITED LLC,dbflag:LADD,9,3,3,AZ|TX|UT,"Phoenix,AZ",5,0.455,3,4,4,0.364,,no
a9d031,N731QS,CL30,"NETJETS SALES INC, LADD CHRISTIANE EDSWORTH AND LADD MARK, COAST",NONE,9,3,3,AZ|CA|TX,"Phoenix,AZ",7,0.467,5,5,5,0.333,,no
a2f5b7,N290CL,CL30,JS LEASING LLC,dbflag:LADD,9,3,2,CA|TX,"Grapevine,TX",7,0.438,5,6,5,0.375,,no
acadd3,N916JX,E145,DELUX PUBLIC CHARTER LLC,NONE,9,3,2,CA|TX,"Grapevine,TX",8,0.571,4,5,5,0.357,,no
a496d6,N395RC,B350,LEVI STOCKTON,NONE,9,2,2,AZ|CA,"Phoenix,AZ",16,0.941,6,6,5,0.353,Albuquerque,yes
a51e9b,N429RX,EC30,REACH AIR MEDICAL SERVICES LLC,NONE,9,2,2,AZ|NV,"Phoenix,AZ",6,0.667,4,2,3,0.222,,no
a05ff5,N123ML,BE20,NFBN LLC,NONE,9,2,2,AZ|CA,"Phoenix,AZ",9,0.9,4,4,2,0.4,,no
a48322,N390DP,PRM1,JETSTART CLUB LLC,dbflag:LADD,9,2,2,AZ|MT,"Phoenix,AZ",12,0.923,4,4,5,0.308,,no
a7d72e,N604M,CL60,N604M LLC,dbflag:LADD,9,2,2,AZ|NV,"Las Vegas,NV",6,0.6,4,3,3,0.3,Spokane,yes
aa955c,N781MM,E550,MIRAGE RESORTS LLC,dbflag:LADD,9,2,2,CA|NV,"Las Vegas,NV",8,0.727,3,4,4,0.364,,no
a6e81e,N544PS,H25B,LUCAS AVIATION LLC,NONE,9,2,2,AZ|FL,"Tampa,FL",10,0.526,7,6,6,0.316,,no
a57dd4,N453FX,GLF4,JSW AVIATION LLC,NONE,8,7,6,AZ|CA|GA|NJ|NV|TX,"New Brunswick,NJ",2,0.2,3,3,4,0.3,Albuquerque,yes
a04692,N117DU,BCS1,BANK OF UTAH TRUSTEE,NONE,8,6,5,CA|MN|NJ|TX|UT,"Dallas,TX",7,0.5,5,5,4,0.357,,no
a04e00,N119DU,BCS1,BANK OF UTAH TRUSTEE,NONE,8,6,4,CA|MN|NJ|TX,"Grapevine,TX",4,0.4,5,2,3,0.2,Spokane,yes
a7cb89,N601FX,E550,FLEXJET LLC,NONE,8,6,3,CA|NJ|TX,"Rancho Palos Verdes,CA",5,0.5,4,4,2,0.4,,no
ac970f,N910E,C750,AIR NINE TWO LLC,NONE,8,6,4,AZ|CA|NJ|TX,"Rancho Palos Verdes,CA",3,0.333,3,2,4,0.222,Albuquerque,yes
acb82c,N919AT,B712,BCC EQUIPMENT LEASING CORP,NONE,8,6,4,GA|MI|NJ|TX,"Detroit,MI",3,0.214,4,6,4,0.429,Des Moines,yes
a33243,N305DU,BCS3,DELTA AIR LINES INC,NONE,8,6,4,CA|TX|UT|WA,"Salt Lake City,UT",3,0.3,4,4,2,0.4,Spokane,yes
a3d8be,N347QS,E55P,"NETJETS SALES INC, HELGE MARK P, HELGE KATHLEEN S, HAY LEWIS III",NONE,8,6,5,AZ|CO|GA|NV|TX,"Dallas,TX",3,0.333,2,2,5,0.222,Albuquerque,yes
a091d5,N136DQ,BCS1,DELTA AIR LINES INC,NONE,8,6,4,CA|MN|TX|UT,"Minneapolis,MN",3,0.273,2,2,7,0.182,Spokane,yes
a78633,N584QS,C68A,"NETJETS SALES INC, HCAV 2 LLC, MORGAN JOHN, NJ IC LLC, PALM R BR",NONE,8,6,5,AZ|CA|GA|NV|UT,"Las Vegas,NV",3,0.333,3,3,3,0.333,Albuquerque,yes
a279cb,N259JX,E135,DELUX PUBLIC CHARTER LLC,NONE,8,6,3,AZ|CA|NV,"Rancho Palos Verdes,CA",4,0.364,4,4,3,0.364,,no
a3a263,N333QS,E55P,"NETJETS SALES INC, BALLARD PARTNERS INC, SIERRA BRAVO LLC, J & E",NONE,8,6,5,AZ|CA|CO|TX|UT,"San Jose,CA",2,0.222,5,1,3,0.111,Albuquerque,yes
a364e7,N318DU,BCS3,DELTA AIR LINES INC,NONE,8,6,3,DC|TX|UT,"Salt Lake City,UT",3,0.25,3,4,5,0.333,Spokane|Syracuse,yes
a81f1a,N622QS,C68A,"NETJETS SALES INC, HUMPHREY ALAN E, AMB MEDIA LLC, BON-CO JET LL",NONE,8,6,3,AZ|CA|GA,"Phoenix,AZ",4,0.4,3,3,4,0.3,Des Moines,yes
a1a605,N205QS,CL60,"NETJETS SALES INC, BEECH LANE LLC, TVPX AIRCRAFT SOLUTIONS INC T",NONE,8,6,4,AZ|CA|FL|NV,"Phoenix,AZ",3,0.333,2,3,4,0.333,,no
a3b4e9,N338QD,PC12,QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,NONE,8,6,4,FL|GA|PA|TX,"Duluth,GA",3,0.273,2,4,5,0.364,Syracuse,yes
a202a1,N229BZ,BCS3,BANK OF UTAH TRUSTEE,NONE,8,6,4,AZ|CA|NC|UT,"Phoenix,AZ",3,0.3,5,3,2,0.3,Chattanooga,yes
